# ---------------------------------- WARNING ----------------------------------------,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,
# may not have received Director's approval. Any such data values are qualified,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,
# for any damages resulting from its use.,,,,
#,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,
#,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2021-06-12 15:51:28 EDT       (caww02),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
"#    USGS 08067548 W Fk San Jacinto Rv nr Huntsville, TX",,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 08067548,,,,
#            TS   parameter     statistic     Description,,,,
"#        173624       00060     00001     Discharge, cubic feet per second (Maximum)",,,,
"#        173625       00060     00002     Discharge, cubic feet per second (Minimum)",,,,
"#        173626       00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output:,,,,
#        ,,,,
#     A  Approved for publication -- Processing and review completed.,,,,
#     P  Provisional data subject to revision.,,,,
#     e  Value has been estimated.,,,,
# ,,,ft3/s,
agency_cd,site_no,datetime,173626_00060_00003,
USGS,8067548,6/1/13,0.18,
USGS,8067548,6/2/13,19.90,
USGS,8067548,6/3/13,79.60,
USGS,8067548,6/4/13,12.40,
USGS,8067548,6/5/13,1.28,
USGS,8067548,6/6/13,0.28,
USGS,8067548,6/7/13,0.07,
USGS,8067548,6/8/13,0.02,
USGS,8067548,6/9/13,0.00,
USGS,8067548,6/10/13,0.00,
USGS,8067548,6/11/13,0.01,
USGS,8067548,6/12/13,0.02,
USGS,8067548,6/13/13,0.04,
USGS,8067548,6/14/13,0.06,
USGS,8067548,6/15/13,0.11,
USGS,8067548,6/16/13,0.15,
USGS,8067548,6/17/13,0.13,
USGS,8067548,6/18/13,0.11,
USGS,8067548,6/19/13,0.11,
USGS,8067548,6/20/13,0.07,
USGS,8067548,6/21/13,0.04,
USGS,8067548,6/22/13,0.02,
USGS,8067548,6/23/13,0.00,
USGS,8067548,6/24/13,0.00,
USGS,8067548,6/25/13,0.00,
USGS,8067548,6/26/13,0.00,
USGS,8067548,6/27/13,0.00,
USGS,8067548,6/28/13,0.00,
USGS,8067548,6/29/13,0.00,
USGS,8067548,6/30/13,0.00,
USGS,8067548,7/1/13,0.00,
USGS,8067548,7/2/13,0.00,
USGS,8067548,7/3/13,0.00,
USGS,8067548,7/4/13,0.00,
USGS,8067548,7/5/13,0.00,
USGS,8067548,7/6/13,0.00,
USGS,8067548,7/7/13,0.00,
USGS,8067548,7/8/13,0.00,
USGS,8067548,7/9/13,0.00,
USGS,8067548,7/10/13,0.00,
USGS,8067548,7/11/13,0.00,
USGS,8067548,7/12/13,0.00,
USGS,8067548,7/13/13,0.00,
USGS,8067548,7/14/13,0.00,
USGS,8067548,7/15/13,0.00,
USGS,8067548,7/16/13,0.00,
USGS,8067548,7/17/13,0.00,
USGS,8067548,7/18/13,0.00,
USGS,8067548,7/19/13,0.00,
USGS,8067548,7/20/13,0.00,
USGS,8067548,7/21/13,0.00,
USGS,8067548,7/22/13,0.00,
USGS,8067548,7/23/13,0.00,
USGS,8067548,7/24/13,0.00,
USGS,8067548,7/25/13,0.00,
USGS,8067548,7/26/13,0.00,
USGS,8067548,7/27/13,0.00,
USGS,8067548,7/28/13,0.00,
USGS,8067548,7/29/13,0.00,
USGS,8067548,7/30/13,0.00,
USGS,8067548,7/31/13,0.00,
USGS,8067548,8/1/13,0.00,
USGS,8067548,8/2/13,0.00,
USGS,8067548,8/3/13,0.00,
USGS,8067548,8/4/13,0.00,
USGS,8067548,8/5/13,0.00,
USGS,8067548,8/6/13,0.00,
USGS,8067548,8/7/13,0.00,
USGS,8067548,8/8/13,0.00,
USGS,8067548,8/9/13,0.00,
USGS,8067548,8/10/13,0.00,
USGS,8067548,8/11/13,0.00,
USGS,8067548,8/12/13,0.00,
USGS,8067548,8/13/13,0.00,
USGS,8067548,8/14/13,0.00,
USGS,8067548,8/15/13,0.00,
USGS,8067548,8/16/13,0.00,
USGS,8067548,8/17/13,0.00,
USGS,8067548,8/18/13,0.00,
USGS,8067548,8/19/13,0.00,
USGS,8067548,8/20/13,0.00,
USGS,8067548,8/21/13,0.00,
USGS,8067548,8/22/13,0.00,
USGS,8067548,8/23/13,0.00,
USGS,8067548,8/24/13,0.00,
USGS,8067548,8/25/13,0.00,
USGS,8067548,8/26/13,0.00,
USGS,8067548,8/27/13,0.00,
USGS,8067548,8/28/13,0.00,
USGS,8067548,8/29/13,0.00,
USGS,8067548,8/30/13,0.00,
USGS,8067548,8/31/13,0.00,
USGS,8067548,9/1/13,0.00,
USGS,8067548,9/2/13,0.00,
USGS,8067548,9/3/13,0.00,
USGS,8067548,9/4/13,0.00,
USGS,8067548,9/5/13,0.00,
USGS,8067548,9/6/13,0.00,
USGS,8067548,9/7/13,0.00,
USGS,8067548,9/8/13,0.00,
USGS,8067548,9/9/13,0.00,
USGS,8067548,9/10/13,0.00,
USGS,8067548,9/11/13,0.00,
USGS,8067548,9/12/13,0.00,
USGS,8067548,9/13/13,0.00,
USGS,8067548,9/14/13,0.00,
USGS,8067548,9/15/13,0.00,
USGS,8067548,9/16/13,0.00,
USGS,8067548,9/17/13,0.00,
USGS,8067548,9/18/13,0.00,
USGS,8067548,9/19/13,0.00,
USGS,8067548,9/20/13,0.00,
USGS,8067548,9/21/13,0.00,
USGS,8067548,9/22/13,0.00,
USGS,8067548,9/23/13,0.00,
USGS,8067548,9/24/13,0.00,
USGS,8067548,9/25/13,0.00,
USGS,8067548,9/26/13,0.00,
USGS,8067548,9/27/13,0.00,
USGS,8067548,9/28/13,0.00,
USGS,8067548,9/29/13,0.00,
USGS,8067548,9/30/13,0.00,
USGS,8067548,10/1/13,0.00,
USGS,8067548,10/2/13,0.00,
USGS,8067548,10/3/13,0.00,
USGS,8067548,10/4/13,0.00,
USGS,8067548,10/5/13,0.00,
USGS,8067548,10/6/13,0.00,
USGS,8067548,10/7/13,0.00,
USGS,8067548,10/8/13,0.00,
USGS,8067548,10/9/13,0.00,
USGS,8067548,10/10/13,0.00,
USGS,8067548,10/11/13,0.00,
USGS,8067548,10/12/13,0.00,
USGS,8067548,10/13/13,0.00,
USGS,8067548,10/14/13,6.68,
USGS,8067548,10/15/13,0.58,
USGS,8067548,10/16/13,0.10,
USGS,8067548,10/17/13,0.40,
USGS,8067548,10/18/13,0.43,
USGS,8067548,10/19/13,0.14,
USGS,8067548,10/20/13,0.05,
USGS,8067548,10/21/13,0.01,
USGS,8067548,10/22/13,0.00,
USGS,8067548,10/23/13,0.00,
USGS,8067548,10/24/13,0.00,
USGS,8067548,10/25/13,0.00,
USGS,8067548,10/26/13,0.00,
USGS,8067548,10/27/13,51.50,
USGS,8067548,10/28/13,133.00,
USGS,8067548,10/29/13,20.40,
USGS,8067548,10/30/13,11.90,
USGS,8067548,10/31/13,192.00,
USGS,8067548,11/1/13,241.00,
USGS,8067548,11/2/13,68.00,
USGS,8067548,11/3/13,8.68,
USGS,8067548,11/4/13,2.41,
USGS,8067548,11/5/13,1.22,
USGS,8067548,11/6/13,1.35,
USGS,8067548,11/7/13,23.60,
USGS,8067548,11/8/13,4.77,
USGS,8067548,11/9/13,1.57,
USGS,8067548,11/10/13,0.86,
USGS,8067548,11/11/13,0.67,
USGS,8067548,11/12/13,0.52,
USGS,8067548,11/13/13,0.35,
USGS,8067548,11/14/13,0.36,
USGS,8067548,11/15/13,0.51,
USGS,8067548,11/16/13,0.68,
USGS,8067548,11/17/13,0.85,
USGS,8067548,11/18/13,1.02,
USGS,8067548,11/19/13,1.08,
USGS,8067548,11/20/13,1.07,
USGS,8067548,11/21/13,1.05,
USGS,8067548,11/22/13,14.30,
USGS,8067548,11/23/13,116.00,
USGS,8067548,11/24/13,41.90,
USGS,8067548,11/25/13,48.60,
USGS,8067548,11/26/13,223.00,
USGS,8067548,11/27/13,241.00,
USGS,8067548,11/28/13,158.00,
USGS,8067548,11/29/13,45.50,
USGS,8067548,11/30/13,17.30,
USGS,8067548,12/1/13,10.90,
USGS,8067548,12/2/13,7.97,
USGS,8067548,12/3/13,6.54,
USGS,8067548,12/4/13,5.16,
USGS,8067548,12/5/13,4.13,
USGS,8067548,12/6/13,3.21,
USGS,8067548,12/7/13,2.71,
USGS,8067548,12/8/13,2.32,
USGS,8067548,12/9/13,2.13,
USGS,8067548,12/10/13,2.06,
USGS,8067548,12/11/13,1.98,
USGS,8067548,12/12/13,1.75,
USGS,8067548,12/13/13,1.78,
USGS,8067548,12/14/13,2.25,
USGS,8067548,12/15/13,2.13,
USGS,8067548,12/16/13,2.37,
USGS,8067548,12/17/13,2.50,
USGS,8067548,12/18/13,2.24,
USGS,8067548,12/19/13,2.03,
USGS,8067548,12/20/13,1.84,
USGS,8067548,12/21/13,1.91,
USGS,8067548,12/22/13,100.00,
USGS,8067548,12/23/13,113.00,
USGS,8067548,12/24/13,23.70,
USGS,8067548,12/25/13,10.70,
USGS,8067548,12/26/13,6.33,
USGS,8067548,12/27/13,4.44,
USGS,8067548,12/28/13,3.38,
USGS,8067548,12/29/13,2.67,
USGS,8067548,12/30/13,2.16,
USGS,8067548,12/31/13,1.79,
USGS,8067548,1/1/14,1.62,
USGS,8067548,1/2/14,1.44,
USGS,8067548,1/3/14,1.21,
USGS,8067548,1/4/14,1.16,
USGS,8067548,1/5/14,1.12,
USGS,8067548,1/6/14,0.95,
USGS,8067548,1/7/14,0.84,
USGS,8067548,1/8/14,0.84,
USGS,8067548,1/9/14,1.17,
USGS,8067548,1/10/14,121.00,
USGS,8067548,1/11/14,176.00,
USGS,8067548,1/12/14,88.90,
USGS,8067548,1/13/14,26.70,
USGS,8067548,1/14/14,14.70,
USGS,8067548,1/15/14,9.16,
USGS,8067548,1/16/14,6.27,
USGS,8067548,1/17/14,4.64,
USGS,8067548,1/18/14,3.55,
USGS,8067548,1/19/14,3.04,
USGS,8067548,1/20/14,2.58,
USGS,8067548,1/21/14,2.35,
USGS,8067548,1/22/14,2.05,
USGS,8067548,1/23/14,2.04,
USGS,8067548,1/24/14,3.26,
USGS,8067548,1/25/14,9.66,
USGS,8067548,1/26/14,9.45,
USGS,8067548,1/27/14,6.98,
USGS,8067548,1/28/14,5.04,
USGS,8067548,1/29/14,3.80,
USGS,8067548,1/30/14,3.11,
USGS,8067548,1/31/14,2.93,
USGS,8067548,2/1/14,2.81,
USGS,8067548,2/2/14,2.90,
USGS,8067548,2/3/14,3.74,
USGS,8067548,2/4/14,9.08,
USGS,8067548,2/5/14,8.88,
USGS,8067548,2/6/14,10.20,
USGS,8067548,2/7/14,7.06,
USGS,8067548,2/8/14,5.14,
USGS,8067548,2/9/14,4.45,
USGS,8067548,2/10/14,4.57,
USGS,8067548,2/11/14,4.54,
USGS,8067548,2/12/14,5.21,
USGS,8067548,2/13/14,6.40,
USGS,8067548,2/14/14,7.33,
USGS,8067548,2/15/14,5.48,
USGS,8067548,2/16/14,4.25,
USGS,8067548,2/17/14,3.52,
USGS,8067548,2/18/14,3.15,
USGS,8067548,2/19/14,2.88,
USGS,8067548,2/20/14,2.86,
USGS,8067548,2/21/14,18.40,
USGS,8067548,2/22/14,13.40,
USGS,8067548,2/23/14,6.38,
USGS,8067548,2/24/14,4.29,
USGS,8067548,2/25/14,3.17,
USGS,8067548,2/26/14,99.40,
USGS,8067548,2/27/14,223.00,
USGS,8067548,2/28/14,55.50,
USGS,8067548,3/1/14,20.00,
USGS,8067548,3/2/14,13.00,
USGS,8067548,3/3/14,11.80,
USGS,8067548,3/4/14,13.70,
USGS,8067548,3/5/14,39.10,
USGS,8067548,3/6/14,36.50,
USGS,8067548,3/7/14,22.50,
USGS,8067548,3/8/14,14.20,
USGS,8067548,3/9/14,134.00,
USGS,8067548,3/10/14,271.00,
USGS,8067548,3/11/14,90.10,
USGS,8067548,3/12/14,26.90,
USGS,8067548,3/13/14,14.30,
USGS,8067548,3/14/14,8.72,
USGS,8067548,3/15/14,7.57,
USGS,8067548,3/16/14,183.00,
USGS,8067548,3/17/14,257.00,
USGS,8067548,3/18/14,68.60,
USGS,8067548,3/19/14,20.00,
USGS,8067548,3/20/14,11.60,
USGS,8067548,3/21/14,7.86,
USGS,8067548,3/22/14,6.33,
USGS,8067548,3/23/14,5.19,
USGS,8067548,3/24/14,4.22,
USGS,8067548,3/25/14,3.72,
USGS,8067548,3/26/14,3.26,
USGS,8067548,3/27/14,2.96,
USGS,8067548,3/28/14,3.22,
USGS,8067548,3/29/14,6.53,
USGS,8067548,3/30/14,12.90,
USGS,8067548,3/31/14,6.55,
USGS,8067548,4/1/14,4.06,
USGS,8067548,4/2/14,3.13,
USGS,8067548,4/3/14,2.93,
USGS,8067548,4/4/14,5.83,
USGS,8067548,4/5/14,42.70,
USGS,8067548,4/6/14,34.60,
USGS,8067548,4/7/14,311.00,
USGS,8067548,4/8/14,160.00,
USGS,8067548,4/9/14,42.60,
USGS,8067548,4/10/14,17.10,
USGS,8067548,4/11/14,9.31,
USGS,8067548,4/12/14,5.87,
USGS,8067548,4/13/14,4.35,
USGS,8067548,4/14/14,3.81,
USGS,8067548,4/15/14,4.78,
USGS,8067548,4/16/14,9.04,
USGS,8067548,4/17/14,5.42,
USGS,8067548,4/18/14,3.48,
USGS,8067548,4/19/14,2.96,
USGS,8067548,4/20/14,2.97,
USGS,8067548,4/21/14,3.58,
USGS,8067548,4/22/14,4.01,
USGS,8067548,4/23/14,4.53,
USGS,8067548,4/24/14,5.28,
USGS,8067548,4/25/14,6.65,
USGS,8067548,4/26/14,7.61,
USGS,8067548,4/27/14,8.11,
USGS,8067548,4/28/14,8.28,
USGS,8067548,4/29/14,8.48,
USGS,8067548,4/30/14,8.50,
USGS,8067548,5/1/14,8.29,
USGS,8067548,5/2/14,7.82,
USGS,8067548,5/3/14,7.30,
USGS,8067548,5/4/14,6.78,
USGS,8067548,5/5/14,6.16,
USGS,8067548,5/6/14,5.62,
USGS,8067548,5/7/14,4.96,
USGS,8067548,5/8/14,8.75,
USGS,8067548,5/9/14,119.00,
USGS,8067548,5/10/14,69.70,
USGS,8067548,5/11/14,24.70,
USGS,8067548,5/12/14,9.44,
USGS,8067548,5/13/14,2010.00,
USGS,8067548,5/14/14,2280.00,
USGS,8067548,5/15/14,592.00,
USGS,8067548,5/16/14,101.00,
USGS,8067548,5/17/14,21.20,
USGS,8067548,5/18/14,13.10,
USGS,8067548,5/19/14,9.53,
USGS,8067548,5/20/14,7.31,
USGS,8067548,5/21/14,5.96,
USGS,8067548,5/22/14,5.07,
USGS,8067548,5/23/14,5.05,
USGS,8067548,5/24/14,5.35,
USGS,8067548,5/25/14,5.70,
USGS,8067548,5/26/14,6.16,
USGS,8067548,5/27/14,36.00,
USGS,8067548,5/28/14,310.00,
USGS,8067548,5/29/14,263.00,
USGS,8067548,5/30/14,49.40,
USGS,8067548,5/31/14,17.00,
USGS,8067548,6/1/14,103.00,
USGS,8067548,6/2/14,28.60,
USGS,8067548,6/3/14,10.30,
USGS,8067548,6/4/14,6.72,
USGS,8067548,6/5/14,5.10,
USGS,8067548,6/6/14,3.52,
USGS,8067548,6/7/14,2.82,
USGS,8067548,6/8/14,2.58,
USGS,8067548,6/9/14,27.20,
USGS,8067548,6/10/14,447.00,
USGS,8067548,6/11/14,486.00,
USGS,8067548,6/12/14,65.00,
USGS,8067548,6/13/14,15.50,
USGS,8067548,6/14/14,9.43,
USGS,8067548,6/15/14,6.94,
USGS,8067548,6/16/14,4.62,
USGS,8067548,6/17/14,3.67,
USGS,8067548,6/18/14,3.41,
USGS,8067548,6/19/14,6.17,
USGS,8067548,6/20/14,4.41,
USGS,8067548,6/21/14,2.64,
USGS,8067548,6/22/14,2.88,
USGS,8067548,6/23/14,3.02,
USGS,8067548,6/24/14,2.78,
USGS,8067548,6/25/14,2.80,
USGS,8067548,6/26/14,2.83,
USGS,8067548,6/27/14,3.18,
USGS,8067548,6/28/14,4.64,
USGS,8067548,6/29/14,4.41,
USGS,8067548,6/30/14,3.66,
USGS,8067548,7/1/14,2.82,
USGS,8067548,7/2/14,2.43,
USGS,8067548,7/3/14,2.23,
USGS,8067548,7/4/14,1.95,
USGS,8067548,7/5/14,1.78,
USGS,8067548,7/6/14,1.43,
USGS,8067548,7/7/14,1.25,
USGS,8067548,7/8/14,1.10,
USGS,8067548,7/9/14,0.86,
USGS,8067548,7/10/14,0.65,
USGS,8067548,7/11/14,0.50,
USGS,8067548,7/12/14,0.39,
USGS,8067548,7/13/14,0.30,
USGS,8067548,7/14/14,0.23,
USGS,8067548,7/15/14,0.25,
USGS,8067548,7/16/14,5.37,
USGS,8067548,7/17/14,50.00,
USGS,8067548,7/18/14,963.00,
USGS,8067548,7/19/14,362.00,
USGS,8067548,7/20/14,140.00,
USGS,8067548,7/21/14,12.50,
USGS,8067548,7/22/14,4.30,
USGS,8067548,7/23/14,2.00,
USGS,8067548,7/24/14,1.40,
USGS,8067548,7/25/14,1.30,
USGS,8067548,7/26/14,0.87,
USGS,8067548,7/27/14,0.69,
USGS,8067548,7/28/14,0.73,
USGS,8067548,7/29/14,0.67,
USGS,8067548,7/30/14,0.30,
USGS,8067548,7/31/14,0.14,
USGS,8067548,8/1/14,0.05,
USGS,8067548,8/2/14,0.05,
USGS,8067548,8/3/14,0.05,
USGS,8067548,8/4/14,0.05,
USGS,8067548,8/5/14,0.05,
USGS,8067548,8/6/14,0.05,
USGS,8067548,8/7/14,0.03,
USGS,8067548,8/8/14,0.01,
USGS,8067548,8/9/14,0.00,
USGS,8067548,8/10/14,0.00,
USGS,8067548,8/11/14,0.00,
USGS,8067548,8/12/14,0.00,
USGS,8067548,8/13/14,0.00,
USGS,8067548,8/14/14,0.00,
USGS,8067548,8/15/14,0.00,
USGS,8067548,8/16/14,0.00,
USGS,8067548,8/17/14,0.00,
USGS,8067548,8/18/14,0.00,
USGS,8067548,8/19/14,0.00,
USGS,8067548,8/20/14,0.00,
USGS,8067548,8/21/14,0.00,
USGS,8067548,8/22/14,0.00,
USGS,8067548,8/23/14,0.00,
USGS,8067548,8/24/14,0.00,
USGS,8067548,8/25/14,0.00,
USGS,8067548,8/26/14,0.00,
USGS,8067548,8/27/14,0.00,
USGS,8067548,8/28/14,0.00,
USGS,8067548,8/29/14,0.00,
USGS,8067548,8/30/14,0.00,
USGS,8067548,8/31/14,0.00,
USGS,8067548,9/1/14,0.00,
USGS,8067548,9/2/14,0.00,
USGS,8067548,9/3/14,0.00,
USGS,8067548,9/4/14,0.00,
USGS,8067548,9/5/14,0.00,
USGS,8067548,9/6/14,0.00,
USGS,8067548,9/7/14,0.00,
USGS,8067548,9/8/14,0.00,
USGS,8067548,9/9/14,0.00,
USGS,8067548,9/10/14,0.00,
USGS,8067548,9/11/14,0.00,
USGS,8067548,9/12/14,0.00,
USGS,8067548,9/13/14,0.00,
USGS,8067548,9/14/14,0.00,
USGS,8067548,9/15/14,0.00,
USGS,8067548,9/16/14,0.00,
USGS,8067548,9/17/14,0.00,
USGS,8067548,9/18/14,0.00,
USGS,8067548,9/19/14,18.00,
USGS,8067548,9/20/14,20.20,
USGS,8067548,9/21/14,3.00,
USGS,8067548,9/22/14,0.58,
USGS,8067548,9/23/14,,
USGS,8067548,9/24/14,0.10,
USGS,8067548,9/25/14,0.07,
USGS,8067548,9/26/14,0.05,
USGS,8067548,9/27/14,0.03,
USGS,8067548,9/28/14,0.01,
USGS,8067548,9/29/14,0.00,
USGS,8067548,9/30/14,0.00,
USGS,8067548,10/1/14,0.00,
USGS,8067548,10/2/14,0.00,
USGS,8067548,10/3/14,0.00,
USGS,8067548,10/4/14,0.00,
USGS,8067548,10/5/14,0.00,
USGS,8067548,10/6/14,0.00,
USGS,8067548,10/7/14,0.00,
USGS,8067548,10/8/14,0.00,
USGS,8067548,10/9/14,0.00,
USGS,8067548,10/10/14,0.00,
USGS,8067548,10/11/14,0.00,
USGS,8067548,10/12/14,0.00,
USGS,8067548,10/13/14,0.00,
USGS,8067548,10/14/14,34.00,
USGS,8067548,10/15/14,16.10,
USGS,8067548,10/16/14,1.71,
USGS,8067548,10/17/14,0.40,
USGS,8067548,10/18/14,0.17,
USGS,8067548,10/19/14,0.15,
USGS,8067548,10/20/14,0.13,
USGS,8067548,10/21/14,0.12,
USGS,8067548,10/22/14,0.11,
USGS,8067548,10/23/14,0.09,
USGS,8067548,10/24/14,0.08,
USGS,8067548,10/25/14,0.06,
USGS,8067548,10/26/14,0.04,
USGS,8067548,10/27/14,0.02,
USGS,8067548,10/28/14,0.00,
USGS,8067548,10/29/14,0.00,
USGS,8067548,10/30/14,0.00,
USGS,8067548,10/31/14,0.00,
USGS,8067548,11/1/14,0.00,
USGS,8067548,11/2/14,0.00,
USGS,8067548,11/3/14,0.00,
USGS,8067548,11/4/14,0.00,
USGS,8067548,11/5/14,0.15,
USGS,8067548,11/6/14,4.19,
USGS,8067548,11/7/14,48.20,
USGS,8067548,11/8/14,15.10,
USGS,8067548,11/9/14,6.22,
USGS,8067548,11/10/14,3.04,
USGS,8067548,11/11/14,1.87,
USGS,8067548,11/12/14,1.10,
USGS,8067548,11/13/14,0.72,
USGS,8067548,11/14/14,0.54,
USGS,8067548,11/15/14,0.55,
USGS,8067548,11/16/14,0.95,
USGS,8067548,11/17/14,1.03,
USGS,8067548,11/18/14,1.05,
USGS,8067548,11/19/14,1.25,
USGS,8067548,11/20/14,1.59,
USGS,8067548,11/21/14,1.85,
USGS,8067548,11/22/14,44.00,
USGS,8067548,11/23/14,2520.00,
USGS,8067548,11/24/14,724.00,
USGS,8067548,11/25/14,177.00,
USGS,8067548,11/26/14,22.20,
USGS,8067548,11/27/14,9.64,
USGS,8067548,11/28/14,6.20,
USGS,8067548,11/29/14,4.60,
USGS,8067548,11/30/14,3.30,
USGS,8067548,12/1/14,2.92,
USGS,8067548,12/2/14,3.04,
USGS,8067548,12/3/14,3.25,
USGS,8067548,12/4/14,2.84,
USGS,8067548,12/5/14,2.76,
USGS,8067548,12/6/14,2.84,
USGS,8067548,12/7/14,2.90,
USGS,8067548,12/8/14,2.80,
USGS,8067548,12/9/14,2.51,
USGS,8067548,12/10/14,2.60,
USGS,8067548,12/11/14,2.88,
USGS,8067548,12/12/14,2.86,
USGS,8067548,12/13/14,2.86,
USGS,8067548,12/14/14,3.07,
USGS,8067548,12/15/14,3.07,
USGS,8067548,12/16/14,3.19,
USGS,8067548,12/17/14,3.25,
USGS,8067548,12/18/14,3.32,
USGS,8067548,12/19/14,39.90,
USGS,8067548,12/20/14,305.00,
USGS,8067548,12/21/14,243.00,
USGS,8067548,12/22/14,46.50,
USGS,8067548,12/23/14,20.70,
USGS,8067548,12/24/14,14.30,
USGS,8067548,12/25/14,10.60,
USGS,8067548,12/26/14,8.70,
USGS,8067548,12/27/14,17.40,
USGS,8067548,12/28/14,221.00,
USGS,8067548,12/29/14,330.00,
USGS,8067548,12/30/14,218.00,
USGS,8067548,12/31/14,54.40,
USGS,8067548,1/1/15,72.20,
USGS,8067548,1/2/15,405.00,
USGS,8067548,1/3/15,952.00,
USGS,8067548,1/4/15,772.00,
USGS,8067548,1/5/15,289.00,
USGS,8067548,1/6/15,68.90,
USGS,8067548,1/7/15,35.80,
USGS,8067548,1/8/15,25.10,
USGS,8067548,1/9/15,21.00,
USGS,8067548,1/10/15,24.50,
USGS,8067548,1/11/15,41.80,
USGS,8067548,1/12/15,213.00,
USGS,8067548,1/13/15,150.00,
USGS,8067548,1/14/15,50.20,
USGS,8067548,1/15/15,30.70,
USGS,8067548,1/16/15,23.00,
USGS,8067548,1/17/15,18.80,
USGS,8067548,1/18/15,16.20,
USGS,8067548,1/19/15,14.30,
USGS,8067548,1/20/15,13.00,
USGS,8067548,1/21/15,12.30,
USGS,8067548,1/22/15,46.20,
USGS,8067548,1/23/15,550.00,
USGS,8067548,1/24/15,452.00,
USGS,8067548,1/25/15,201.00,
USGS,8067548,1/26/15,62.00,
USGS,8067548,1/27/15,32.50,
USGS,8067548,1/28/15,23.80,
USGS,8067548,1/29/15,19.40,
USGS,8067548,1/30/15,16.80,
USGS,8067548,1/31/15,14.80,
USGS,8067548,2/1/15,14.20,
USGS,8067548,2/2/15,14.80,
USGS,8067548,2/3/15,13.20,
USGS,8067548,2/4/15,12.10,
USGS,8067548,2/5/15,12.30,
USGS,8067548,2/6/15,12.60,
USGS,8067548,2/7/15,12.00,
USGS,8067548,2/8/15,11.80,
USGS,8067548,2/9/15,11.20,
USGS,8067548,2/10/15,10.70,
USGS,8067548,2/11/15,10.10,
USGS,8067548,2/12/15,9.38,
USGS,8067548,2/13/15,8.66,
USGS,8067548,2/14/15,8.14,
USGS,8067548,2/15/15,8.11,
USGS,8067548,2/16/15,8.67,
USGS,8067548,2/17/15,9.61,
USGS,8067548,2/18/15,10.30,
USGS,8067548,2/19/15,9.46,
USGS,8067548,2/20/15,8.30,
USGS,8067548,2/21/15,8.38,
USGS,8067548,2/22/15,8.49,
USGS,8067548,2/23/15,8.55,
USGS,8067548,2/24/15,8.54,
USGS,8067548,2/25/15,8.64,
USGS,8067548,2/26/15,8.94,
USGS,8067548,2/27/15,9.50,
USGS,8067548,2/28/15,9.20,
USGS,8067548,3/1/15,8.55,
USGS,8067548,3/2/15,8.53,
USGS,8067548,3/3/15,9.21,
USGS,8067548,3/4/15,9.95,
USGS,8067548,3/5/15,11.50,
USGS,8067548,3/6/15,22.20,
USGS,8067548,3/7/15,17.30,
USGS,8067548,3/8/15,16.00,
USGS,8067548,3/9/15,768.00,
USGS,8067548,3/10/15,3170.00,
USGS,8067548,3/11/15,540.00,
USGS,8067548,3/12/15,186.00,
USGS,8067548,3/13/15,143.00,
USGS,8067548,3/14/15,184.00,
USGS,8067548,3/15/15,89.30,
USGS,8067548,3/16/15,42.50,
USGS,8067548,3/17/15,30.10,
USGS,8067548,3/18/15,27.60,
USGS,8067548,3/19/15,83.00,
USGS,8067548,3/20/15,45.40,
USGS,8067548,3/21/15,1180.00,
USGS,8067548,3/22/15,1290.00,
USGS,8067548,3/23/15,437.00,
USGS,8067548,3/24/15,132.00,
USGS,8067548,3/25/15,45.50,
USGS,8067548,3/26/15,30.40,
USGS,8067548,3/27/15,23.90,
USGS,8067548,3/28/15,19.80,
USGS,8067548,3/29/15,17.10,
USGS,8067548,3/30/15,15.30,
USGS,8067548,3/31/15,13.80,
USGS,8067548,4/1/15,13.00,
USGS,8067548,4/2/15,11.90,
USGS,8067548,4/3/15,11.50,
USGS,8067548,4/4/15,10.50,
USGS,8067548,4/5/15,90.10,
USGS,8067548,4/6/15,271.00,
USGS,8067548,4/7/15,156.00,
USGS,8067548,4/8/15,28.20,
USGS,8067548,4/9/15,17.40,
USGS,8067548,4/10/15,13.50,
USGS,8067548,4/11/15,14.00,
USGS,8067548,4/12/15,69.20,
USGS,8067548,4/13/15,51.40,
USGS,8067548,4/14/15,60.50,
USGS,8067548,4/15/15,27.90,
USGS,8067548,4/16/15,33.10,
USGS,8067548,4/17/15,2150.00,
USGS,8067548,4/18/15,899.00,
USGS,8067548,4/19/15,448.00,
USGS,8067548,4/20/15,279.00,
USGS,8067548,4/21/15,87.00,
USGS,8067548,4/22/15,32.50,
USGS,8067548,4/23/15,22.20,
USGS,8067548,4/24/15,45.90,
USGS,8067548,4/25/15,274.00,
USGS,8067548,4/26/15,197.00,
USGS,8067548,4/27/15,490.00,
USGS,8067548,4/28/15,1530.00,
USGS,8067548,4/29/15,455.00,
